key_titulo	titulo_en	key_descripcion	descripcion_en
Intersec_TSG_CollectData_Title_001	Retrieve Vanduul Data	Intersec_TSG_CollectData_Desc_001	MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Vanduul\nEquipment Specs: N/A\nBriefing: \nCaptain Martel from the People's Alliance vessel Tranquility reached out to say that they had conscripted you to retrieve data drives from the destroyed Vanduul capital ship.\n\nBe careful in the extraction of the said drives and deliver them to the People's Alliance for analysis once completed.\n\nRespectfully,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.
Intersec_TSG_EscortShip_Solo_Title_001	Extraction Mission	Intersec_TSG_EscortShip_Solo_Desc_001	MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Shattered Blade\nEquipment Specs: Combat Ready\nBriefing: \nIntersec has intercepted chatter from Shattered Blade channels that they've captured a People's Alliance security pilot in an old extraction station that they control.\n\nWe need an experienced combat pilot to provide combat assistance so the pilot can escape. The airspace outside the hangar is swarming with hostiles, so you will <EM4>need to clear the airspace so the pilot can launch and QT safely</EM4>.\n\nRespectfully,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.
Intersec_TSG_Group_Title_001	Tactical Strike Group Needed	Intersec_TSG_Group_Desc_001	MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Shattered Blade\nEquipment Specs: Strike Group\nBriefing: \nWe've received word that a People's Alliance security ship called Tranquility stumbled across  Shattered Blade hiding out in an old QV Extraction station. Details are sketchy but will connect you with local assets once on site. \n\nIntersec is looking for a team to intervene and protect the Tranquility and their personnel. Based on discussions with the Tranquility's captain, you will <EM4>need  ballistic and ordnance to break down the defenses of the station</EM4> and ultimately <EM4>get boots on the ground to save their pilot</EM4>.\n\n<EM4>Recruiting additional ships</EM4> to support you in this mission is absolutely critical. You will <EM4>need a variety of ship types</EM4> to balance multiple combat zones in space and on the ground.\n\nRespectfully,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.
Intersec_TSG_WeakenDef_Solo_Title_001	Tactical Bombing Op	Intersec_TSG_WeakenDef_Solo_Desc_001	MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Shattered Blade\nEquipment Specs: Combat Ships w/Ordnance\nBriefing: \nRegional analysis indicates that there is a suspected Shattered Blade hideout in an old QV Extraction station and Intersec is looking for a pilot to launch an attack against the station's power infrastructure.\n\nThis will be a multi-tiered assault, requiring you to target and destroy station components on the exterior and interior. From previous operations, we've learned that <EM4>certain components cannot be destroyed by energy weapons, so ballistic or ordnance will be needed</EM4>. Parts of the station have historically been flooded with <EM4>heavy distortion energy, so you will need to act efficiently while inside</EM4>.\n\nThese attacks are all an effort to allow you to<EM4>destroy the now-exposed power core at the center</EM4>.\n\nThe loss of this station will greatly impact the gang's ability to operate in the system and so has been deemed a high priority.\n\nGood luck,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.
Jumptown2_Criminal_MBroker_name	Ripe for the Taking	Jumptown2_Criminal_MBroker_desc	Got some good news for you. As we speak, there’s an automated facility that is churning out package after package of primo product that’s pretty much ripe for the taking.\n\nAll you have to do is swoop down there, deal with a thug or two, grab whatever you can, and sell it for a huge profit. Shouldn’t be a problem at all. And there are plenty of people around who would pay good creds to take product like that off your hands.\n\nSpeaking of credits, I’m not gonna just give out the coordinates of this facility out of the kindness of my heart. I think it’s only fair to ask a finder’s fee for info this good.\n\nI wouldn’t wait too long. Not sure how long the site will be left running.\n\n-Ruto\n
Jumptown2_Lawful_MBroker_name_BlacJac	Confiscate Contraband	Jumptown2_Lawful_MBroker_desc_BlacJac	ATTN: Verified Mercenary Operators\n\nWe’ve been able to trace a recent surge of contraband to an automated production facility at ~mission(Location|Address). We can’t be sure how much longer the site will be up and running, so BlacJac needs someone on site to sweep through, secure the contraband, and transport it to us at ~mission(Destination|Address). Once there, you can use the administrative commodity terminal to transfer the contraband to us and collect your reward.\n\nWe haven’t been able to determine what kind of hostile force will be present, but whatever you encounter, you’re authorized to use lethal force as necessary. \n\nThe more contraband you manage to bring to us, the more credits you’ll earn.\n\nThanks,\nLt. Aaron Riegert\n\nPrivate Contract Supervisor\nBlacJac Security, "Protection Provided"\n
Jumptown2_Lawful_MBroker_name_CruSec	Confiscate Contraband	Jumptown2_Lawful_MBroker_desc_CruSec	Crusader Security has learned that an illegal production facility at ~mission(Location|Address) is currently being used to manufacture contraband. \n\nWe are seeking a contractor to secure the site, confiscate any contraband, and deliver it to us at ~mission(Destination|Address). The administrative commodity terminal will allow you to submit the contraband into our evidence hold and collect your payment.\n\nNow, this is an automated facility so it’s not clear how long they’ll be manufacturing for, or even how many people may be on site. To be safe, I would go in expecting to meet heavy resistance.\n\nYour total compensation will be based on how packages are safely delivered into evidence.\n\nCONTRACT AUTHORIZED BY:\nLiaison Officer Vanzant\nID# 712L921P\n
Jumptown2_Lawful_MBroker_name_Hurston	Confiscate Contraband	Jumptown2_Lawful_MBroker_desc_Hurston	HURSTON DYNAMICS\nOUTSOURCING DEPARTMENT\n\nCONTRACT: Confiscate Contraband\nCONTRACTOR AFFILIATION: Independent\nOUTSOURCE MANAGER: T. Odington\nRISK ASSESSMENT: High\nRUSH CONTRACT: No\n\nHurston Security has learned of an active, illegal automated production facility at ~mission(Location|Address) and is seeking a contractor to secure the site and confiscate as many packages of contraband as possible for delivery to a Hurston Security facility ~mission(Destination|Address) for immediate disposal. Transfer of the contraband and attribution of your reward payment should be done through the administrative commodity terminal there.\n\nYou are authorized to use any force necessary to complete your objective. Payment will be based on the amount of contraband secured. \n\n\n\n\n** The information transmitted may contain confidential and/or privileged material. Any review, retransmission, dissemination, or other use of or taking action in reliance upon this information by persons or entities other than the intended recipient is prohibited. **\n
Jumptown2_Lawful_MBroker_name_MicroTech	Confiscate Contraband	Jumptown2_Lawful_MBroker_desc_MicroTech	ABOUT THE JOB\nmicroTech Protection Services is looking for a detail-oriented security professional who can assist us in securing contraband from an illegal automated production site at ~mission(Location|Address). The packages will then need to be taken to ~mission(Destination|Address) and transferred into our possession for destruction via the administrative commodity terminal. \n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Manage any hostiles found within the site; using force as necessary.\n• Secure contraband and deliver it the commodity terminals at ~mission(Destination|Address)\n\nMINIMUM QUALIFICATIONS\n• 2 years of combined mercenary and/or security experience.\n• Access to combat equipment and mode of transport.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Experience with rapid hostility de-escalation techniques.\n
Kaboos_Intro_Title	Vanduul-Tech Smugglers		
Kaboos_Mission_Title	Retrieve Additional Smuggler Intel		
LingFamily_HaulCargo_AToB_Intro_title	Cargo Hauling Opportunity with Ling Hauling		
LingFamily_HaulCargo_AToB_title	Ling Family ~mission(ReputationRank) Cargo Haul - ~mission(CargoGradeToken) Scale		
LingFamily_HaulCargo_MultiToSingle_title	Ling Family ~mission(ReputationRank) Cargo Haul - ~mission(CargoGradeToken) Scale		
LingFamily_LocalDelivery_title_01	Ling Family Local Delivery Route	LingFamily_LocalDelivery_desc_01	Hi,\n\nI hope you're available to do a delivery. ~mission(Contractor|Family)\n\nPACKAGE FOR PICK UP\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATION\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to <EM4>~mission(Dropoff1|Address)</EM4>\n\nLet me know if you can do it. \n\nLast thing, it'd probably be a good idea to bring a <EM4>handheld tractor beam</EM4> with. \n\nThanks, \nConni Ling\nShipment Coordinator\nLing Family Hauling
LingFamily_LocalDelivery_title_intro	Ling Family Seeking New Contractors	LingFamily_LocalDelivery_desc_intro	Hi,\n\nWe're a small family owned and operated delivery company that's currently seeking new contractors in the Crusader area. \n\nIf you're interested in working with us, the following delivery would be a great trial to see if you're a good match for the company.\n\nPACKAGE FOR PICK UP\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATION\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to <EM4>~mission(Dropoff1|Address)</EM4>\n\nIf all goes well, you'll become the newest member of Ling Family Hauling.\n\nLast thing, it'd probably be a good idea to bring a <EM4>handheld tractor beam</EM4> with. \n\nThanks, \nConni Ling\nShipment Coordinator\nLing Family Hauling
LingFamily_LocalDelivery_title_rehire	Ling Contractor Re-evaluation	LingFamily_LocalDelivery_desc_rehire	Hello,\n\nI'm not thrilled to have to do this, but we have a shortage of contractors and more deliveries than ever. I'm willing to give you another shot, but you need to complete the following delivery.  \n\nPACKAGES FOR PICK UP (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> from the <EM4>~mission(Pickup2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> from the <EM4>~mission(Pickup3|Address)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3|Address)</EM4>\n\nLast thing, it'd probably be a good idea to bring a <EM4>handheld tractor beam</EM4> with. \n\nThanks, \nConni Ling\nShipment Coordinator\nLing Family Hauling
LingFamily_UGF_collect_title_001	Package Delivery for Ling	LingFamily_UGF_collect_desc_001	Hey,\n\nWe need you to grab a delivery for us over at <EM4>~mission(Location|Address)</EM4> and then take it to <EM4>~mission(Destination|Address)</EM4>.\n\nI was originally going to send my brother Ricki to handle this, but he said the area’s too dangerous. Guess there’s been a bunch of security warnings around there, but as long as you’re careful and bring some guns or whatever, I’m sure you’ll be fine. You probably won’t even run into anything. \n\nThanks, \nConni Ling\nShipment Coordinator\nLing Family Hauling\n
LOC_PLACEHOLDER	<= PLACEHOLDER =>		
meet_miles_lg_title	Eckhart Security Job Op	meet_miles_lg_desc	~mission(Description)
mg_klim_localdelivery_drugprod_title_001	Production Oversight	LocalDelivery_DrugProd_desc_01	~mission(Contractor|LocalDeliveryDrugProdDesc)
mg_klim_localdelivery_drugprod_title_intro	A Batch from Scratch	mg_klim_localdelivery_drugprod_desc_intro	Normally, I like to cook everything from scratch myself. Pride in product and all. But every once in a while, whether it's too much demand or too much heat or whatever, I need to rely on other labs for an order. \n\nMy hands are tied up here though, so I could use someone to help oversee the whole production line for me. Couldn't think of anyone better and more available than you.\n\n~mission(Itinerary)\n\nJust don't get distracted in the middle and wander off. It happens more often than you'd think. Manage to finish the full list, and I'll see to it you get nice cut of the profits.\n\n-Wallace\n
mg_miles_capturegang_title_001	Capture Arlington Gang Member Les Arlington	mg_miles_capturegang_desc_001	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\n*********\n__Background Information__\nA group warrant has been issued for the notorious Arlington ship jacking gang after their recent brazen attempted theft of an Idris from a repair yard. While the heist was stopped, the members of the group have scattered to the black. Eckhart Security has been granted the bounty for the immediate capture of all high-level gang members: Maltrox Arlington, Kass Dent, Nicks Cantwell,  Sam ‘Weepy’ Arlington, Oslo Arlington, and Les Arlington.\n*********\n\nAn anonymous comm has tipped us off that Les Arlington, child of gang leader Maltrox Arlington, had been spotted picking up a delivery at a Covalex transfer center. We will provide you with the coordinates of where we believe their current whereabouts are.\n\nLes is an experienced pilot who has been flying for almost as long as they’ve been walking and usually serves as the gang’s get-away pilot. It may be worthwhile to bring extra support ships in order to cut off any attempts at escape.\n\nYou are authorized to use whatever force is necessary to neutralize the target. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_capturegang_title_002	Capture Arlington Gang Member Nicks Cantwell	mg_miles_capturegang_desc_002	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\n*********\n__Background Information__\nA group warrant has been issued for the notorious Arlington ship jacking gang after their recent brazen attempted theft of an Idris from a repair yard. While the heist was stopped, the members of the group have scattered to the black. Eckhart Security has been granted the bounty for the immediate capture of all high-level gang members: Maltrox Arlington, Kass Dent, Nicks Cantwell, Sam ‘Weepy’ Arlington, Oslo Arlington, and Les Arlington.\n*********\n\nWe have received word that Nicks Cantwell, long-time acquaintance and confident of Maltrox Arlington, was spotted trying to purchase a high-density mining laser, the kind frequently used in past ship-jacking attempts to strategically breach hulls. We have provided coordinates for Nicks’ last known location.  \n\nNicks is a highly regarded munitions expert among criminal circles and often leaves a path of destruction in his wake. It is advised to bring an increased level of firepower to this encounter.\n\nYou are authorized to use whatever force is necessary to neutralize the target. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_capturegang_title_003	Capture Arlington Gang Member Sam ‘Weepy’ Arlington	mg_miles_capturegang_desc_003	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\n*********\n__Background Information__\nA group warrant has been issued for the notorious Arlington ship jacking gang after their recent brazen attempted theft of an Idris from a repair yard. While the heist was stopped, the members of the group have scattered to the black. Eckhart Security has been granted the bounty for the immediate capture of all high-level gang members: Maltrox Arlington, Kass Dent, Nicks Cantwell, Sam ‘Weepy’ Arlington, Oslo Arlington, and Les Arlington.\n*********\n\nSam ‘Weepy’ Arlington was flagged by automated security systems at an R&R after being involved in a drunken brawl. Weepy was able to clear the station before response teams arrived, but we have been able to track him down to where we currently think he’s holed up.\n\nWeepy is gang leader Maltrox Arlington’s uncle and main enforcer. His anger issues combined with a long history of substance abuse make him a true wildcard. Expect him to put up significant resistance when cornered by you and your mustered forces.\n\nYou are authorized to use whatever force is necessary to neutralize the target. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_capturegang_title_004	Capture Arlington Gang Member Oslo Arlington	mg_miles_capturegang_desc_004	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\n*********\n__Background Information__\nA group warrant has been issued for the notorious Arlington ship jacking gang after their recent brazen attempted theft of an Idris from a repair yard. While the heist was stopped, the members of the group have scattered to the black. Eckhart Security has been granted the bounty for the immediate capture of all high-level gang members: Maltrox Arlington, Kass Dent, Nicks Cantwell, Sam ‘Weepy’ Arlington, Oslo Arlington, and Les Arlington.\n*********\n\nRecently a security terminal was illegally accessed using a unique custom cryptokey that had been utilized in a heist last year by one Oslo Arlington, the younger sibling of gang leader Maltrox Arlington. While we we’re unable to positively confirm if the terminal was hacked by Oslo or not, we feel it is worth investigating.\n\nExtremely intelligent, tech savvy and a renowned strategist, Oslo has proven difficult to capture in the past. If this lead does result in finding Oslo, a well coordinated tactical strike team would be advantageous to a successful engagement. \n\nYou are authorized to use whatever force is necessary to neutralize the target. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_capturegang_title_005	Capture Arlington Gang Member Kass Dent	mg_miles_capturegang_desc_005	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\n*********\n__Background Information__\nA group warrant has been issued for the notorious Arlington ship jacking gang after their recent brazen attempted theft of an Idris from a repair yard. While the heist was stopped, the members of the group have scattered to the black. Eckhart Security has been granted the bounty for the immediate capture of all high-level gang members: Maltrox Arlington, Kass Dent, Nicks Cantwell, Sam ‘Weepy’ Arlington, Oslo Arlington, and Les Arlington.\n*********\n\nTwo bank guards were reported missing last week. A few hours ago, their bodies turned up in a trash heap in Magnus with their biometrics stolen. Thankfully, a nearby dumpling cart had a security camera that captured the corpses being dropped. Facial recognition was able to ID one Kass Dent, romantic partner to Maltrox Arlington and parent of Les Arlington. Using the vid to construct a timeline, we have provided the coordinates of where Kass is currently believed to be hiding. \n\nKass is suspected of a long list of murders, with these two only being the most recent. We recommend only bringing highly skilled wingman to try and keep the casualty count at a minimum.  \n\nYou are authorized to use whatever force is necessary to neutralize the target. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_capturegang_title_006	Capture Arlington Gang Leader Maltrox Arlington	mg_miles_capturegang_desc_006	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\n*********\n__Background Information__\nA group warrant has been issued for the notorious Arlington ship jacking gang after their recent brazen attempted theft of an Idris from a repair yard. While the heist was stopped, the members of the group have scattered to the black. Eckhart Security has been granted the bounty for the immediate capture of all high-level gang members: Maltrox Arlington, Kass Dent, Nicks Cantwell, Sam ‘Weepy’ Arlington, Oslo Arlington, and Les Arlington.\n*********\n\nMaltrox Arlington has been keeping a low profile recently, but we think he's come out of hiding. A patrol was refueling at a station when one of their ships was boosted. Maltrox is the most likely suspect. While the regtag was temporarily deactivated, we have been able to trace the ship’s quantum signature and have provided you those coordinates.\n\nA third generation criminal, the Arlington gang has been under Maltrox’s leadership for the past six years. Be aware, this is a smart, aggressive, and very dangerous target. The more resources you can bring to bear, the more likely it is that we can bring Maltrox in one and for all. \n\nYou are authorized to use whatever force is necessary to neutralize the target. \n\nPayment will be issued upon successful completion of contract.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_capturegang_title_idris	Idris Stolen By Arlington Gang	mg_miles_capturegang_desc_idris	ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\nIt appears that second time's the charm for the Arlington gang. After one failed attempt, the recently escaped criminal family has managed to boost an Idris from a repair yard. Now we know what the mining laser and biometrics they stole were for. \n\nSince we had such success capturing them the first time, Eckhart Security has been granted the warrant for the gang’s arrest. This is going to take considerable firepower to bring down a capital ship of this ability.\n\nYou are authorized to use whatever force is necessary to track down the Idris and neutralize the gang.\n\nPayment will be issued upon successful completion of contract and will be adjusted based on the final evaluation of you and your team's combat effectiveness rating. \n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_miles_groupbounty_title_001	Group Warrant Issued	mg_miles_groupbounty_desc_001	CONTRACT TYPE: Group Warrant\nCONTRACTOR STATUS: Independent\nApproval code: = ~mission(Contractor|ApprovalCode)\n\nFOR IMMEDIATE PROCESSING\n\nIn relation to a jointly committed crime, a group warrant has been issued for:\n     ~mission(Target1)\n     ~mission(Target2)\n     ~mission(Target3)\n\nIt is currently believed that they are no longer traveling together in order to evade capture, and may soon flee the system.  You should strongly consider recruiting additional help in order to execute all the warrants in the limited time frame. \n\nYou are authorized to use whatever force is necessary to neutralize the targets. \n\nPayment will be issued upon successful completion of contract when all targets have been dealt with in the allotted time.\n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.
mg_ruto_clearcrimestat_norep_title_01	need an out?	mg_ruto_clearcrimestat_norep_desc_01	Hi there. We haven’t had a chance to work together yet but I’m in a bit of a bind here and I could use another body. Not for nothing, of course. I’m all for a good quid pro quo.\n\nOne of my associates who was serving some time in Klescher was supposed to bring me a datachip, but then they went quiet. Now I’m assuming they’re dead, but here’s the deal: if you finish his job, I wipe your crimestat. Not bad, right?\n\nYour predecessor was apparently planning on using some old tunnels to make his escape. He made it sound like they weren't exactly the easiest thing to access, but I trust you can figure it out. I'm guessing you'll find his body somewhere in there and if we’re lucky, he'll still have the chip on him.\n\nOnce you get it, finish getting out however you can. Then get the data to me. There’s a spot nearby you can upload the chip’s contents. You might want to watch out for Hurston Security, though. They've been a hassle lately, so I wouldn't be surprised if you ran into them. After I get the data and validate it, I’ll wipe your crimestat. \n\nThen you can go and enjoy your newfound freedom. If you do this right, maybe I’ll have more lucrative work for you down the line.
mg_ruto_clearcrimestat_rep_title_01	let's help each other	mg_ruto_clearcrimestat_rep_desc_01	Hey there. I heard you ended up in Klescher which is a real drag. But it might actually be a lucky day for both of us.\n\nLong story short, I had somebody sneaking a datachip out of the prison, but they never got back to me. I know for a fact they haven’t left the facility, so I think something might have happened to them. While tragic, business must carry on. If you can get the chip and finish the job, I can clear your crimestat for you. What do you say?\n\nOf course, I don't know exactly how far they got, but I can tell you that the prison's got a whole network of hidden tunnels my guy was planning on using to make his escape. My guess is his corpse is rotting away somewhere there.\n\nOnce you find the body, I’m hoping the chip will still be on him. When you’ve got it, finish escaping and get the data to me. There’s a spot nearby you can upload the chip’s contents. \n\nOne warning though, you might want to watch out for Hurston Security. They've been a hassle lately, so I wouldn't be surprised if you ran into them.\n\nWhen I've got the data I’ll wipe your crimestat and then, voila, you’ll be free and clear. What you do after that is entirely up to you.
mg_ruto_collect_reclaimer_title	Breach and Steal	mg_ruto_collect_reclaimer_desc	Hey there. \n\nNine Tails got themselves a little problem. As it turns out, they got a little side biz in the underground organ trade. Now that an area I generally like to steer well clear of, but a gig’s a gig, right? It seems that one of their mobile butcher shops aboard the 'October Rising' got pinched by private security while out chopping. Now the Nine Tails are willing to cut ties with the ship and its crew (who are probably all dead anyway), but they need a particular crate extracted. Guess it was a special order or something.\n\nAnyway, get aboard the October Rising, get the package, and get out.\n\nSecurity’s still hanging around so watch yourself and maybe bring some friends, but remember, your priority is the package. If you're looking to save yourself some extra hassle, you could also black out the area by shutting down the nearest comm array if you want to avoid the crimestats for, you know, killing a bunch of a security. But hey, you do you.\n\nOnce you’re out, drop the package off at the clinic on Grim HEX and I’ll sort your payment.\n\nEasy peasy,\n\nRuto
mg_ruto_RetrieveConsignment_title_001	get the goods	mg_ruto_RetrieveConsignment_desc_001	Oh hello, I recently overheard a little bit of intel that ~mission(location|address) received some confidential materials that are of great interest to an acquaintance of mine. So interesting that they’re willing to pay for someone to storm the facility, grab the goods, and deliver them to ~mission(DropOff1|address). Now I expect there to be plenty of security, who will most likely put up a fight, so I’d bring a gun or two. \n\nWord is the confidential materials were delivered in a consignment alongside other stuff and are now being stored in the facility’s automated vault. Senior security officers on-site carry datapads containing retrieval codes used to access the vault. You’ll have to get your hands on a datapad before using the package conveyor to retrieve the boxes. \n\nIf you need a little sweetener, I’ve seen the manifest and can confirm that the other crates being stored at the facility are pretty choice. My client could care less about what happens to them, so they’re yours to do as you please. Run this right and those extra crates could be a nice bonus on top of the delivery fee for you.
mg_ruto_UGF_destroy_E_title_001	limited supply	mg_ruto_UGF_destroy_E_desc_001	Seems there’s a new upstart in the sector who hasn’t been paying the right dues to the right people. To teach them a little lesson, my client wants you to go down to ~mission(Location|Address) and destroy all the drugs on site.\n\nThe low-level lugs they got on site will probably make a stink about it and try to stop you. Handle them however you want but getting rid of the product is the most important thing.\n
mg_ruto_UGF_destroy_H_title_001	inventory clear out	mg_ruto_UGF_destroy_H_desc_001	A client of mine‘s trying to negotiate a deal, but isn’t having much luck. The other party feels like they got all the leverage because they’re sitting comfortably on a pile of inventory. To help move the negotiations along, I’m gonna need you to head down to ~mission(Location|Address) and destroy all the drugs on site. \n\nNow, I should probably tell you that the site’s being protected by some very serious people, so getting to the stash is going to be a bit tricky, but I trust you’ll find a way. \n
mg_ruto_UGF_destroy_title_001	out of stock	mg_ruto_UGF_destroy_desc_001	One of my clients has been unhappy to learn that someone's been muscling in on their territory. Now rather than going down the more traditional route of killing some people and starting a whole thing, they’ve opted to send a different kind of message instead.\n\nYou’re gonna go down to ~mission(Location|Address) and destroy all the drugs on site. \n\nOf course, if someone does wanna pick a fight with you, feel free to defend yourself, but getting rid of the product is the most important thing.\n
mg_ruto_UGF_eliminateall_civsonly_title_001	too many cooks	mg_ruto_UGF_eliminateall_civsonly_desc_001	A client is getting out produced by a new competitor and is looking to throw a wrench into the works.\n\nYou’re going to head to ~mission(Location|Address) and kill all the civies who work there. \n\nDo what you want with the gun-toting goons guarding the workers, but remember that they aren’t the priority.  \n
mg_ruto_UGF_eliminateall_Lawnocivs_title_001	live and let an independent contractor deal out revenge	mg_ruto_UGF_eliminateall_Lawnocivs_desc_001	Everybody holds grudges, right? I mean, when you get popped pulling a crime, I get that you’re a little sour, but that’s pretty much the game, right? 
mg_ruto_UGF_eliminateall_nocivs_title_001	good help’s hard to find	mg_ruto_UGF_eliminateall_nocivs_desc_001	I know someone who’s looking to start up a new business, but they’re having a hard time hiring the skilled workers they need.\n\nNow the thing is, they found the perfect crew over at ~mission(Location|Address), but the people they work for won’t let them go. Even hired extra armed guards to make sure of it.\n\nWhat I want you to do, is go there and kill all the guards while making sure all the workers remain unharmed. \n
mg_ruto_UGF_eliminateall_title_001	makin’ a mess	mg_ruto_UGF_eliminateall_desc_001	This is a bit aggressive for my taste, but credits are credits, right?\n\nGot a client who's looking for a highly motivated individual to head over to ~mission(Location|Address) and kill everyone who’s there. \n\nBasically, start shooting and don’t stop. You'll get paid once the site's clear.\n
mg_ruto_UGF_steal_title_001	grab and go	mg_ruto_UGF_steal_desc_001	This one should be a ringer for somebody like you. There’s a package being held at ~mission(Location|Address) and I need you to bring it to ~mission(Destination|Address). \n\nThere's one super tiny issue that you should know about. There’s gonna be a crap ton of security down there. But I'm sure it should be fine.\n\n:)
